filename,question,choices__001,choices__002,choices__003,choices__004,choices__005,choices__006,correct_answer,user_data,user_data__voted_answers,user_data__vote_count,user_data__is_most_voted
,,,,,,,,,,B,9,FALSE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 175 discussion.html,"You want to allow your operations team to store logs from all the production projects in your Organization, without including logs from other projects. All of the production projects are contained in a folder. You want to ensure that all logs for existing and new production projects are captured automatically. What should you do?",A.Create an aggregated export on the Production folder. Set the log sink to be a Cloud Storage bucket in an operations project.,B.Create an aggregated export on the Organization resource. Set the log sink to be a Cloud Storage bucket in an operations project.,C.Create log exports in the production projects. Set the log sinks to be a Cloud Storage bucket in an operations project.,"D.Create log exports in the production projects. Set the log sinks to be BigQuery datasets in the production projects, and grant IAM access to the operations team to run queries on the datasets.",,,A,,A,43,TRUE
,,,,,,,,,,B,2,FALSE
result_examtopics professional cloud architect topic 1 87 discussion.html,Your web application uses Google Kubernetes Engine to manage several workloads. One workload requires a consistent set of hostnames even after pod scaling and relaunches.Which feature of Kubernetes should you use to accomplish this?,A.StatefulSets,B.Role-based access control,C.Container environment variables,D.Persistent Volumes,,,A,,A,7,TRUE
result_examtopics professional cloud architect topic 1 255 discussion.html,You need to load-test a set of REST API endpoints that are deployed to Cloud Run. The API responds to HTTP POST requests. Your load tests must meet the following requirements:A	Load is initiated from multiple parallel threads.A	User traffic to the API originates from multiple source IP addresses.A	Load can be scaled up using additional test instances.You want to follow Google-recommended best practices. How should you configure the load testing?,"A.Create an image that has cURL installed, and configure cURL to run a test plan. Deploy the image in a managed instance group, and run one instance of the image for each VM.","B.Create an image that has cURL installed, and configure cURL to run a test plan. Deploy the image in an unmanaged instance group, and run one instance of the image for each VM.",C.Deploy a distributed load testing framework on a private Google Kubernetes Engine cluster. Deploy additional Pods as needed to initiate more traffic and support the number of concurrent users.,D.Download the container image of a distributed load testing framework on Cloud Shell. Sequentially start several instances of the container on Cloud Shell to increase the load on the API.,,,C,,C,6,TRUE
,,,,,,,,,,D,2,FALSE
result_examtopics professional cloud architect topic 1 64 discussion.html,You are creating an App Engine application that uses Cloud Datastore as its persistence layer. You need to retrieve several root entities for which you have the identifiers. You want to minimize the overhead in operations performed by Cloud Datastore. What should you do?,A.Create the Key object for each Entity and run a batch get operation,"B.Create the Key object for each Entity and run multiple get operations, one operation for each entity",C.Use the identifiers to create a query filter and run a batch query operation,"D.Use the identifiers to create a query filter and run multiple query operations, one operation for each entity",,,A,,A,8,TRUE
result_examtopics professional cloud architect topic 1 271 discussion.html,You recently developed an application that monitors a large number of stock prices. You need to configure Pub/Sub to receive messages and update the current stock price in an in-memory database. A downstream service needs the most up-to-date prices in the in-memory database to perform stock trading transactions. Each message contains three pieces or information:A Stock symbolA Stock priceA Timestamp for the updateHow should you set up your Pub/Sub subscription?,A.Create a push subscription with exactly-once delivery enabled.,B.Create a pull subscription with both ordering and exactly-once delivery turned off.,"C.Create a pull subscription with ordering enabled, using the stock symbol as the ordering key.",D.Create a push subscription with both ordering and exactly-once delivery turned off.,,,C,,C,5,TRUE
,,,,,,,,,,A,2,FALSE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 166 discussion.html,Your company places a high value on being responsive and meeting customer needs quickly. Their primary business objectives are release speed and agility. You want to reduce the chance of security errors being accidentally introduced.Which two actions can you take? (Choose two.),A.Ensure every code check-in is peer reviewed by a security SME,B.Use source code security analyzers as part of the CI/CD pipeline,C.Ensure you have stubs to unit test all interfaces between components,D.Enable code signing and a trusted binary repository integrated with your CI/CD pipeline,E.Run a vulnerability security scanner as part of your continuous-integration /continuous-delivery (CI/CD) pipeline,,BE,,BE,42,TRUE
,,,,,,,,,,DE,26,FALSE
,,,,,,,,,,BD,8,FALSE
,,,,,,,,,,AB,1,FALSE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 214 discussion.html,You are a developer at a large organization. You have an application written in Go running in a production Google Kubernetes Engine (GKE) cluster. You need to add a new feature that requires access to BigQuery. You want to grant BigQuery access to your GKE cluster following Google-recommended best practices. What should you do?,"A.Create a Google service account with BigQuery access. Add the JSON key to Secret Manager, and use the Go client library to access the JSON key.","B.Create a Google service account with BigQuery access. Add the Google service account JSON key as a Kubernetes secret, and configure the application to use this secret.","C.Create a Google service account with BigQuery access. Add the Google service account JSON key to Secret Manager, and use an init container to access the secret for the application to use.","D.Create a Google service account and a Kubernetes service account. Configure Workload Identity on the GKE cluster, and reference the Kubernetes service account on the application Deployment.",,,D,,D,7,TRUE
,,,,,,,,,,A,2,FALSE
result_examtopics professional cloud architect topic 1 167 discussion.html,"Case study -This is a case study. Case studies are not timed separately. You can use as much exam time as you would like to complete each case. However, there may be additional case studies and sections on this exam. You must manage your time to ensure that you are able to complete all questions included on this exam in the time provided.To answer the questions included in a case study, you will need to reference information that is provided in the case study. Case studies might contain exhibits and other resources that provide more information about the scenario that is described in the case study. Each question is independent of the other questions in this case study.At the end of this case study, a review screen will appear. This screen allows you to review your answers and to make changes before you move to the next section of the exam. After you begin a new section, you cannot return to this section.To start the case study -To display the first question in this case study, click the Next button. Use the buttons in the left pane to explore the content of the case study before you answer the questions. Clicking these buttons displays information such as business requirements, existing environment, and problem statements. If the case study has an All Information tab, note that the information displayed is identical to the information displayed on the subsequent tabs. When you are ready to answer a question, click the Question button to return to the question.Company Overview -HipLocal is a community application designed to facilitate communication between people in close proximity. It is used for event planning and organizing sporting events, and for businesses to connect with their local communities. HipLocal launched recently in a few neighborhoods in Dallas and is rapidly growing into a global phenomenon. Its unique style of hyper-local community communication and business outreach is in demand around the world.Executive Statement -We are the number one local community app; it's time to take our local community services global. Our venture capital investors want to see rapid growth and the same great experience for new local and virtual communities that come online, whether their members are 10 or 10000 miles away from each other.Solution Concept -HipLocal wants to expand their existing service, with updated functionality, in new regions to better serve their global customers. They want to hire and train a new team to support these regions in their time zones. They will need to ensure that the application scales smoothly and provides clear uptime data, and that they analyze and respond to any issues that occur.Existing Technical Environment -HipLocal's environment is a mix of on-premises hardware and infrastructure running in Google Cloud Platform. The HipLocal team understands their application well, but has limited experience in global scale applications. Their existing technical environment is as follows:A Existing APIs run on Compute Engine virtual machine instances hosted in GCP.A State is stored in a single instance MySQL database in GCP.A Release cycles include development freezes to allow for QA testing.A The application has no logging.A Applications are manually deployed by infrastructure engineers during periods of slow traffic on weekday evenings.A There are basic indicators of uptime; alerts are frequently fired when the APIs are unresponsive.Business Requirements -HipLocal's investors want to expand their footprint and support the increase in demand they are seeing. Their requirements are:A Expand availability of the application to new regions.A Support 10x as many concurrent users.A Ensure a consistent experience for users when they travel to different regions.A Obtain user activity metrics to better understand how to monetize their product.A Ensure compliance with regulations in the new regions (for example, GDPR).A Reduce infrastructure management time and cost.A Adopt the Google-recommended practices for cloud computing.oa Develop standardized workflows and processes around application lifecycle management.oa Define service level indicators (SLIs) and service level objectives (SLOs).Technical Requirements -A Provide secure communications between the on-premises data center and cloud-hosted applications and infrastructure.A The application must provide usage metrics and monitoring.A APIs require authentication and authorization.A Implement faster and more accurate validation of new features.A Logging and performance metrics must provide actionable information to be able to provide debugging information and alerts.A Must scale to meet user demand.For this question, refer to the HipLocal case study.How should HipLocal redesign their architecture to ensure that the application scales to support a large increase in users?",A.Use Google Kubernetes Engine (GKE) to run the application as a microservice. Run the MySQL database on a dedicated GKE node.,B.Use multiple Compute Engine instances to run MySQL to store state information. Use a Google Cloud-managed load balancer to distribute the load between instances. Use managed instance groups for scaling.,C.Use Memorystore to store session information and CloudSQL to store state information. Use a Google Cloud-managed load balancer to distribute the load between instances. Use managed instance groups for scaling.,"D.Use a Cloud Storage bucket to serve the application as a static website, and use another Cloud Storage bucket to store user state information.",,,C,,C,10,TRUE
result_examtopics professional cloud architect topic 1 22 discussion.html,One of the developers on your team deployed their application in Google Container Engine with the Dockerfile below. They report that their application deployments are taking too long.You want to optimize this Dockerfile for faster deployment times without adversely affecting the app's functionality.Which two actions should you take? (Choose two.),A.Remove Python after running pip,B.Remove dependencies from requirements.txt,C.Use a slimmed-down base image like Alpine Linux,D.Use larger machine types for your Google Container Engine node pools,E.Copy the source after he package dependencies (Python and pip) are installed,,CE,,CE,12,TRUE
,,,,,,,,,,BE,2,FALSE
,,,,,,,,,,AC,1,FALSE
result_examtopics professional cloud architect topic 1 238 discussion.html,"A company recently started hosting new application workloads in the AWS Cloud. The company is using Amazon EC2 instances. Amazon Elastic File System (Amazon EFS) file systems, and Amazon RDS DB instances.To meet regulatory and business requirements, the company must make the following changes for data backups:A	Backups must be retained based on custom daily, weekly, and monthly requirements.A	Backups must be replicated to at least one other AWS Region immediately after capture.A	The backup solution must provide a single source of backup status across the AWS environment.A	The backup solution must send immediate notifications upon failure of any resource backup.Which combination of steps will meet these requirements with the LEAST amount of operational overhead? (Choose three.)",A.Create an AWS Backup plan with a backup rule for each of the retention requirements.,B.Configure an AWS Backup plan to copy backups to another Region.,C.Create an AWS Lambda function to replicate backups to another Region and send notification if a failure occurs.,D.Add an Amazon Simple Notification Service (Amazon SNS) topic to the backup plan to send a notification for finished jobs that have any status except BACKUP_JOB_COMPLETED.,E.Create an Amazon Data Lifecycle Manager (Amazon DLM) snapshot lifecycle policy for each of the retention requirements.,F.Set up RDS snapshots on each database.,ABD,,ABD,19,TRUE
result_examtopics professional cloud architect topic 1 127 discussion.html,"Your operations team has asked you to help diagnose a performance issue in a production application that runs on Compute Engine. The application is dropping requests that reach it when under heavy load. The process list for affected instances shows a single application process that is consuming all available CPU, and autoscaling has reached the upper limit of instances. There is no abnormal load on any other related systems, including the database. You want to allow production traffic to be served again as quickly as possible. Which action should you recommend?",A.Change the autoscaling metric to agent.googleapis.com/memory/percent_used.,B.Restart the affected instances on a staggered schedule.,C.SSH to each instance and restart the application process.,D.Increase the maximum number of instances in the autoscaling group.,,,D,,D,42,TRUE
,,,,,,,,,,B,5,FALSE
,,,,,,,,,,C,2,FALSE
result_examtopics professional cloud architect topic 1 146 discussion.html,"Your company wants to migrate their 10-TB on-premises database export into Cloud Storage. You want to minimize the time it takes to complete this activity, the overall cost, and database load. The bandwidth between the on-premises environment and Google Cloud is 1 Gbps. You want to follow Google-recommended practices. What should you do?",A.Develop a Dataflow job to read data directly from the database and write it into Cloud Storage.,B.Use the Data Transfer appliance to perform an offline migration.,C.Use a commercial partner ETL solution to extract the data from the on-premises database and upload it into Cloud Storage.,D.Compress the data and upload it with gsutil -m to enable multi-threaded copy.,,,B,,B,78,TRUE
,,,,,,,,,,D,52,FALSE
,,,,,,,,,,A,11,FALSE
result_examtopics professional cloud architect topic 1 274 discussion.html,Which of the following cannot be used to manage Amazon ElastiCache and perform administrative tasks?,A.AWS software development kits (SDKs),B.Amazon S3,C.ElastiCache command line interface (CLI),D.AWS CloudWatch,,,D,,B,2,TRUE
result_examtopics professional cloud architect topic 1 184 discussion.html,You are managing several internal applications that are deployed on Compute Engine. Business users inform you that an application has become very slow over the past few days. You want to find the underlying cause in order to solve the problem. What should you do first?,A.Inspect the logs and metrics from the instances in Cloud Logging and Cloud Monitoring.,B.Change the Compute Engine Instances behind the application to a machine type with more CPU and memory.,C.Restore a backup of the application database from a time before the application became slow.,"D.Deploy the applications on a managed instance group with autoscaling enabled. Add a load balancer in front of the managed instance group, and have the users connect to the IP of the load balancer.",,,A,,A,42,TRUE
result_examtopics professional cloud architect topic 1 187 discussion.html,Your company has a Google Cloud project that uses BigQuery for data warehousing on a pay-per-use basis. You want to monitor queries in real time to discover the most costly queries and which users spend the most. What should you do?,"A.1. In the BigQuery dataset that contains all the tables to be queried, add a label for each user that can launch a query. 2. Open the Billing page of the project. 3. Select Reports. 4. Select BigQuery as the product and filter by the user you want to check.",B.1. Create a Cloud Logging sink to export BigQuery data access logs to BigQuery. 2. Perform a BigQuery query on the generated table to extract the information you need.,C.1. Create a Cloud Logging sink to export BigQuery data access logs to Cloud Storage. 2. Develop a Dataflow pipeline to compute the cost of queries split by users.,D.1. Activate billing export into BigQuery. 2. Perform a BigQuery query on the billing table to extract the information you need.,,,B,,B,46,TRUE
,,,,,,,,,,D,12,FALSE
,,,,,,,,,,A,3,FALSE
result_examtopics professional cloud architect topic 1 254 discussion.html,You are developing an online gaming platform as a microservices application on Google Kubernetes Engine (GKE). Users on social media are complaining about long loading times for certain URL requests to the application. You need to investigate performance bottlenecks in the application and identify which HTTP requests have a significantly high latency span in user requests. What should you do?,A.Configure GKE workload metrics using kubectl. Select all Pods to send their metrics to Cloud Monitoring. Create a custom dashboard of application metrics in Cloud Monitoring to determine performance bottlenecks of your GKE cluster.,B.Update your microservices to log HTTP request methods and URL paths to STDOUT. Use the logs router to send container logs to Cloud Logging. Create filters in Cloud Logging to evaluate the latency of user requests across different methods and URL paths.,C.Instrument your microservices by installing the OpenTelemetry tracing package. Update your application code to send traces to Trace for inspection and analysis. Create an analysis report on Trace to analyze user requests.,D.Install tcpdump on your GKE nodes. Run tcpdump to capture network traffic over an extended period of time to collect data. Analyze the data files using Wireshark to determine the cause of high latency.,,,C,,C,10,TRUE
,,,,,,,,,,A,2,FALSE
result_examtopics professional cloud architect topic 1 128 discussion.html,"You are implementing the infrastructure for a web service on Google Cloud. The web service needs to receive and store the data from 500,000 requests per second. The data will be queried later in real time, based on exact matches of a known set of attributes. There will be periods where the web service will not receive any requests. The business wants to keep costs low. Which web service platform and database should you use for the application?",A.Cloud Run and BigQuery,B.Cloud Run and Cloud Bigtable,C.A Compute Engine autoscaling managed instance group and BigQuery,D.A Compute Engine autoscaling managed instance group and Cloud Bigtable,,,B,,B,63,TRUE
,,,,,,,,,,D,36,FALSE
,,,,,,,,,,A,3,FALSE
result_examtopics professional cloud architect topic 1 215 discussion.html,You have an application written in Python running in production on Cloud Run. Your application needs to read/write data stored in a Cloud Storage bucket in the same project. You want to grant access to your application following the principle of least privilege. What should you do?,A.Create a user-managed service account with a custom Identity and Access Management (IAM) role.,B.Create a user-managed service account with the Storage Admin Identity and Access Management (IAM) role.,C.Create a user-managed service account with the Project Editor Identity and Access Management (IAM) role.,D.Use the default service account linked to the Cloud Run revision in production.,,,A,,A,8,TRUE
result_examtopics professional cloud architect topic 1 217 discussion.html,"Your team detected a spike of errors in an application running on Cloud Run in your production project. The application is configured to read messages from Pub/Sub topic A, process the messages, and write the messages to topic B. You want to conduct tests to identify the cause of the errors. You can use a set of mock messages for testing. What should you do?","A.Deploy the Pub/Sub and Cloud Run emulators on your local machine. Deploy the application locally, and change the logging level in the application to DEBUG or INFO. Write mock messages to topic A, and then analyze the logs.","B.Use the gcloud CLI to write mock messages to topic A. Change the logging level in the application to DEBUG or INFO, and then analyze the logs.","C.Deploy the Pub/Sub emulator on your local machine. Point the production application to your local Pub/Sub topics. Write mock messages to topic A, and then analyze the logs.","D.Use the Google Cloud console to write mock messages to topic A. Change the logging level in the application to DEBUG or INFO, and then analyze the logs.",,,A,,A,9,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 74 discussion.html,"Your company has created an application that uploads a report to a Cloud Storage bucket. When the report is uploaded to the bucket, you want to publish a message to a Cloud Pub/Sub topic. You want to implement a solution that will take a small amount to effort to implement.What should you do?",A.Configure the Cloud Storage bucket to trigger Cloud Pub/Sub notifications when objects are modified.,"B.Create an App Engine application to receive the file; when it is received, publish a message to the Cloud Pub/Sub topic.","C.Create a Cloud Function that is triggered by the Cloud Storage bucket. In the Cloud Function, publish a message to the Cloud Pub/Sub topic.","D.Create an application deployed in a Google Kubernetes Engine cluster to receive the file; when it is received, publish a message to the Cloud Pub/Sub topic.",,,A,,A,9,TRUE
result_examtopics professional cloud architect topic 1 7 discussion.html,"To reduce costs, the Director of Engineering has required all developers to move their development infrastructure resources from on-premises virtual machines(VMs) to Google Cloud Platform. These resources go through multiple start/stop events during the day and require state to persist. You have been asked to design the process of running a development environment in Google Cloud while providing cost visibility to the finance department.Which two steps should you take? (Choose two.)",A.Use the - -no-auto-delete flag on all persistent disks and stop the VM,B.Use the - -auto-delete flag on all persistent disks and terminate the VM,C.Apply VM CPU utilization label and include it in the BigQuery billing export,D.Use Google BigQuery billing export and labels to associate cost to groups,"E.Store all state into local SSD, snapshot the persistent disks, and terminate the VM","F.Store all state in Google Cloud Storage, snapshot the persistent disks, and terminate the VM",AD,,AD,24,TRUE
,,,,,,,,,,DF,10,FALSE
,,,,,,,,,,A,2,FALSE
,,,,,,,,,,BD,1,FALSE
,,,,,,,,,,DE,1,FALSE
result_examtopics professional cloud architect topic 1 44 discussion.html,"You are analyzing and defining business processes to support your startup's trial usage of GCP, and you don't yet know what consumer demand for your product will be. Your manager requires you to minimize GCP service costs and adhere to Google best practices. What should you do?",A.Utilize free tier and sustained use discounts. Provision a staff position for service cost management.,B.Utilize free tier and sustained use discounts. Provide training to the team about service cost management.,C.Utilize free tier and committed use discounts. Provision a staff position for service cost management.,D.Utilize free tier and committed use discounts. Provide training to the team about service cost management.,,,B,,B,9,TRUE
result_examtopics professional cloud architect topic 1 195 discussion.html,You are deploying an application to Google Cloud. The application is part of a system. The application in Google Cloud must communicate over a private network with applications in a non-Google Cloud environment. The expected average throughput is 200 kbps. The business requires:A	99.99% system availabilityA	cost optimizationYou need to design the connectivity between the locations to meet the business requirements. What should you provision?,A.An HA Cloud VPN gateway connected with two tunnels to an on-premises VPN gateway.,B.A Classic Cloud VPN gateway connected with two tunnels to an on-premises VPN gateway.,"C.Two HA Cloud VPN gateways connected to two on-premises VPN gateways. Configure each HA Cloud VPN gateway to have two tunnels, each connected to different on-premises VPN gateways.",D.A Classic Cloud VPN gateway connected with one tunnel to an on-premises VPN gateway.,,,A,,A,9,TRUE
,,,,,,,,,,C,1,FALSE
result_examtopics professional cloud architect topic 1 176 discussion.html,"Your company has an application that is running on multiple instances of Compute Engine. It generates 1 TB per day of logs. For compliance reasons, the logs need to be kept for at least two years. The logs need to be available for active query for 30 days. After that, they just need to be retained for audit purposes. You want to implement a storage solution that is compliant, minimizes costs, and follows Google-recommended practices. What should you do?",A.1. Install a Cloud Logging agent on all instances. 2. Create a sink to export logs into a regional Cloud Storage bucket. 3. Create an Object Lifecycle rule to move files into a Coldline Cloud Storage bucket after one month. 4. Configure a retention policy at the bucket level using bucket lock.,"B.1. Write a daily cron job, running on all instances, that uploads logs into a Cloud Storage bucket. 2. Create a sink to export logs into a regional Cloud Storage bucket. 3. Create an Object Lifecycle rule to move files into a Coldline Cloud Storage bucket after one month.",C.1. Install a Cloud Logging agent on all instances. 2. Create a sink to export logs into a partitioned BigQuery table. 3. Set a time_partitioning_expiration of 30 days.,"D.1. Create a daily cron job, running on all instances, that uploads logs into a partitioned BigQuery table. 2. Set a time_partitioning_expiration of 30 days.",,,A,,A,36,TRUE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 213 discussion.html,You are deploying a microservices application to Google Kubernetes Engine (GKE). The application will receive daily updates. You expect to deploy a large number of distinct containers that will run on the Linux operating system (OS). You want to be alerted to any known OS vulnerabilities in the new containers. You want to follow Google-recommended best practices. What should you do?,A.Use the gcloud CLI to call Container Analysis to scan new container images. Review the vulnerability results before each deployment.,"B.Enable Container Analysis, and upload new container images to Artifact Registry. Review the vulnerability results before each deployment.","C.Enable Container Analysis, and upload new container images to Artifact Registry. Review the critical vulnerability results before each deployment.",D.Use the Container Analysis REST API to call Container Analysis to scan new container images. Review the vulnerability results before each deployment.,,,B,,B,9,TRUE
,,,,,,,,,,D,1,FALSE
result_examtopics professional cloud architect topic 1 118 discussion.html,"Your company has just acquired another company, and you have been asked to integrate their existing Google Cloud environment into your company's data center. Upon investigation, you discover that some of the RFC 1918 IP ranges being used in the new company's Virtual Private Cloud (VPC) overlap with your data center IP space. What should you do to enable connectivity and make sure that there are no routing conflicts when connectivity is established?","A.Create a Cloud VPN connection from the new VPC to the data center, create a Cloud Router, and apply new IP addresses so there is no overlapping IP space.","B.Create a Cloud VPN connection from the new VPC to the data center, and create a Cloud NAT instance to perform NAT on the overlapping IP space.","C.Create a Cloud VPN connection from the new VPC to the data center, create a Cloud Router, and apply a custom route advertisement to block the overlapping IP space.","D.Create a Cloud VPN connection from the new VPC to the data center, and apply a firewall rule that blocks the overlapping IP space.",,,A,,A,33,TRUE
,,,,,,,,,,B,33,FALSE
,,,,,,,,,,C,12,FALSE
result_examtopics professional cloud architect topic 1 203 discussion.html,You are deploying a microservices application to Google Kubernetes Engine (GKE) that will broadcast livestreams. You expect unpredictable traffic patterns and large variations in the number of concurrent users. Your application must meet the following requirements:A	Scales automatically during popular events and maintains high availabilityA	Is resilient in the event of hardware failuresHow should you configure the deployment parameters? (Choose two.),A.Distribute your workload evenly using a multi-zonal node pool.,B.Distribute your workload evenly using multiple zonal node pools.,"C.Use cluster autoscaler to resize the number of nodes in the node pool, and use a Horizontal Pod Autoscaler to scale the workload.",D.Create a managed instance group for Compute Engine with the cluster nodes. Configure autoscaling rules for the managed instance group.,E.Create alerting policies in Cloud Monitoring based on GKE CPU and memory utilization. Ask an on-duty engineer to scale the workload by executing a script when CPU and memory usage exceed predefined thresholds.,,AC,,AC,11,TRUE
,,,,,,,,,,BC,6,FALSE
result_examtopics professional cloud architect topic 1 142 discussion.html,An application development team has come to you for advice. They are planning to write and deploy an HTTP(S) API using Go 1.12. The API will have a very unpredictable workload and must remain reliable during peaks in traffic. They want to minimize operational overhead for this application. Which approach should you recommend?,"A.Develop the application with containers, and deploy to Google Kubernetes Engine.",B.Develop the application for App Engine standard environment.,C.Use a Managed Instance Group when deploying to Compute Engine.,"D.Develop the application for App Engine flexible environment, using a custom runtime.",,,B,,B,26,TRUE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 24 discussion.html,"During a high traffic portion of the day, one of your relational databases crashes, but the replica is never promoted to a master. You want to avoid this in the future.What should you do?",A.Use a different database,B.Choose larger instances for your database,C.Create snapshots of your database more regularly,D.Implement routinely scheduled failovers of your databases,,,D,,D,65,TRUE
,,,,,,,,,,B,30,FALSE
result_examtopics professional cloud architect topic 1 29 discussion.html,You are designing a large distributed application with 30 microservices. Each of your distributed microservices needs to connect to a database back-end. You want to store the credentials securely.Where should you store the credentials?,A.In the source code,B.In an environment variable,C.In a secret management system,D.In a config file that has restricted access through ACLs,,,C,,C,10,TRUE
result_examtopics professional cloud architect topic 1 230 discussion.html,Your application is running as a container in a Google Kubernetes Engine cluster. You need to add a secret to your application using a secure approach. What should you do?,"A.Create a Kubernetes Secret, and pass the Secret as an environment variable to the container.",B.Enable Application-layer Secret Encryption on the cluster using a Cloud Key Management Service (KMS) key.,"C.Store the credential in Cloud KMS. Create a Google service account (GSA) to read the credential from Cloud KMS. Export the GSA as a .json file, and pass the .json file to the container as a volume which can read the credential from Cloud KMS.",D.Store the credential in Secret Manager. Create a Google service account (GSA) to read the credential from Secret Manager. Create a Kubernetes service account (KSA) to run the container. Use Workload Identity to configure your KSA to act as a GSA.,,,D,,D,7,TRUE
,,,,,,,,,,A,4,FALSE
result_examtopics professional cloud architect topic 1 120 discussion.html,Your company has a project in Google Cloud with three Virtual Private Clouds (VPCs). There is a Compute Engine instance on each VPC. Network subnets do not overlap and must remain separated. The network configuration is shown below.Instance #1 is an exception and must communicate directly with both Instance #2 and Instance #3 via internal IPs. How should you accomplish this?,A.Create a cloud router to advertise subnet #2 and subnet #3 to subnet #1.,B.Add two additional NICs to Instance #1 with the following configuration: iC  NIC1 iAiA VPC: VPC #2 iAiA SUBNETWORK: subnet #2 iC  NIC2 iAiA VPC: VPC #3 iAiA SUBNETWORK: subnet #3 Update firewall rules to enable traffic between instances.,C.Create two VPN tunnels via CloudVPN: iC  1 between VPC #1 and VPC #2. iC  1 between VPC #2 and VPC #3. Update firewall rules to enable traffic between the instances.,D.Peer all three VPCs: iC  Peer VPC #1 with VPC #2. iC  Peer VPC #2 with VPC #3. Update firewall rules to enable traffic between the instances.,,,B,,B,28,TRUE
,,,,,,,,,,D,5,FALSE
,,,,,,,,,,C,5,FALSE
result_examtopics professional cloud architect topic 1 154 discussion.html,"You want to migrate an on-premises container running in Knative to Google Cloud. You need to make sure that the migration doesn't affect your application's deployment strategy, and you want to use a fully managed service. Which Google Cloud service should you use to deploy your container?",A.Cloud Run,B.Compute Engine,C.Google Kubernetes Engine,D.App Engine flexible environment,,,A,,A,6,TRUE
result_examtopics professional cloud architect topic 1 16 discussion.html,"You have been asked to select the storage system for the click-data of your company's large portfolio of websites. This data is streamed in from a custom website analytics package at a typical rate of 6,000 clicks per minute. With bursts of up to 8,500 clicks per second. It must have been stored for future analysis by your data science and user experience teams.Which storage infrastructure should you choose?",A.Google Cloud SQL,B.Google Cloud Bigtable,C.Google Cloud Storage,D.Google Cloud Datastore,,,B,,B,23,TRUE
,,,,,,,,,,C,4,FALSE
result_examtopics professional cloud architect topic 1 172 discussion.html,"Your company has an application running on Compute Engine that allows users to play their favorite music. There are a fixed number of instances. Files are stored in Cloud Storage, and data is streamed directly to users. Users are reporting that they sometimes need to attempt to play popular songs multiple times before they are successful. You need to improve the performance of the application. What should you do?",A.1. Mount the Cloud Storage bucket using gcsfuse on all backend Compute Engine instances. 2. Serve music files directly from the backend Compute Engine instance.,B.1. Create a Cloud Filestore NFS volume and attach it to the backend Compute Engine instances. 2. Download popular songs in Cloud Filestore. 3. Serve music files directly from the backend Compute Engine instance.,C.1. Copy popular songs into CloudSQL as a blob. 2. Update application code to retrieve data from CloudSQL when Cloud Storage is overloaded.,D.1. Create a managed instance group with Compute Engine instances. 2. Create a global load balancer and configure it with two backends: iAiA Managed instance group iAiA Cloud Storage bucket 3. Enable Cloud CDN on the bucket backend.,,,D,,D,39,TRUE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 19 discussion.html,The database administration team has asked you to help them improve the performance of their new database server running on Google Compute Engine. The database is for importing and normalizing their performance statistics and is built with MySQL running on Debian Linux. They have an n1-standard-8 virtual machine with 80 GB of SSD persistent disk.What should they change to get better performance from this system?,A.Increase the virtual machine's memory to 64 GB,B.Create a new virtual machine running PostgreSQL,C.Dynamically resize the SSD persistent disk to 500 GB,D.Migrate their performance metrics warehouse to BigQuery,E.Modify all of their batch jobs to use bulk inserts into the database,,C,,C,36,TRUE
,,,,,,,,,,A,6,FALSE
,,,,,,,,,,E,5,FALSE
,,,,,,,,,,D,3,FALSE
result_examtopics professional cloud architect topic 1 99 discussion.html,You are deploying a PHP App Engine Standard service with Cloud SQL as the backend. You want to minimize the number of queries to the database.What should you do?,"A.Set the memcache service level to dedicated. Create a key from the hash of the query, and return database values from memcache before issuing a query to Cloud SQL.",B.Set the memcache service level to dedicated. Create a cron task that runs every minute to populate the cache with keys containing query results.,C.Set the memcache service level to shared. Create a cron task that runs every minute to save all expected queries to a key called iC cached_queriesiC .,"D.Set the memcache service level to shared. Create a key called iC cached_queriesiC , and return database values from the key before using a query to Cloud SQL.",,,A,,A,7,TRUE
